,Train,Test
0,0.2800000011920929,0.27000001072883606
1,0.3199999928474426,0.25
2,0.27000001072883606,0.1899999976158142
3,0.28999999165534973,0.27000001072883606
4,0.30000001192092896,0.28999999165534973
5,0.25,0.23000000417232513
6,0.3199999928474426,0.23000000417232513
7,0.25999999046325684,0.23000000417232513
8,0.27000001072883606,0.20000000298023224
9,0.23000000417232513,0.27000001072883606
10,0.2199999988079071,0.1899999976158142
11,0.25,0.14000000059604645
12,0.12999999523162842,0.15000000596046448
13,0.1899999976158142,0.18000000715255737
14,0.11999999731779099,0.20000000298023224
15,0.1599999964237213,0.10999999940395355
16,0.15000000596046448,0.1899999976158142
17,0.20000000298023224,0.18000000715255737
18,0.17000000178813934,0.18000000715255737
19,0.28999999165534973,0.12999999523162842
20,0.1899999976158142,0.17000000178813934
21,0.23999999463558197,0.25
22,0.25,0.23999999463558197
23,0.20999999344348907,0.20999999344348907
24,0.20999999344348907,0.23000000417232513
25,0.23999999463558197,0.18000000715255737
26,0.28999999165534973,0.23000000417232513
27,0.27000001072883606,0.3100000023841858
28,0.18000000715255737,0.20999999344348907
29,0.1899999976158142,0.23000000417232513
30,0.23000000417232513,0.18000000715255737
31,0.23000000417232513,0.1599999964237213
32,0.23000000417232513,0.27000001072883606
33,0.23999999463558197,0.23999999463558197
34,0.1899999976158142,0.23999999463558197
35,0.23999999463558197,0.23000000417232513
36,0.17000000178813934,0.20000000298023224
37,0.2800000011920929,0.25
38,0.23000000417232513,0.23999999463558197
39,0.1599999964237213,0.1899999976158142
40,0.25999999046325684,0.2199999988079071
41,0.27000001072883606,0.3499999940395355
42,0.25,0.23999999463558197
43,0.27000001072883606,0.25999999046325684
44,0.25999999046325684,0.23000000417232513
45,0.30000001192092896,0.30000001192092896
46,0.2199999988079071,0.23999999463558197
47,0.27000001072883606,0.23000000417232513
48,0.27000001072883606,0.28999999165534973
49,0.2800000011920929,0.2800000011920929
50,0.25,0.25999999046325684
51,0.20000000298023224,0.3100000023841858
52,0.23000000417232513,0.20000000298023224
53,0.25999999046325684,0.3199999928474426
54,0.25999999046325684,0.23999999463558197
55,0.25,0.18000000715255737
56,0.25,0.2800000011920929
57,0.3100000023841858,0.23000000417232513
58,0.2800000011920929,0.30000001192092896
59,0.2800000011920929,0.23000000417232513
60,0.23000000417232513,0.27000001072883606
61,0.23000000417232513,0.25
62,0.2800000011920929,0.2800000011920929
63,0.3100000023841858,0.2199999988079071
64,0.28999999165534973,0.27000001072883606
65,0.30000001192092896,0.25999999046325684
66,0.25999999046325684,0.3100000023841858
67,0.28999999165534973,0.27000001072883606
68,0.20999999344348907,0.27000001072883606
69,0.1899999976158142,0.2199999988079071
70,0.25999999046325684,0.1599999964237213
71,0.23000000417232513,0.23999999463558197
72,0.25999999046325684,0.25
73,0.20999999344348907,0.2199999988079071
74,0.23999999463558197,0.2800000011920929
75,0.3100000023841858,0.30000001192092896
76,0.28999999165534973,0.2199999988079071
77,0.27000001072883606,0.1899999976158142
78,0.2800000011920929,0.23999999463558197
79,0.2199999988079071,0.23999999463558197
80,0.3100000023841858,0.17000000178813934
81,0.15000000596046448,0.1899999976158142
82,0.3100000023841858,0.3199999928474426
83,0.27000001072883606,0.20000000298023224
84,0.3799999952316284,0.33000001311302185
85,0.3100000023841858,0.23999999463558197
86,0.27000001072883606,0.33000001311302185
87,0.27000001072883606,0.25999999046325684
88,0.25,0.30000001192092896
89,0.27000001072883606,0.23999999463558197
90,0.27000001072883606,0.1899999976158142
91,0.25,0.25
92,0.28999999165534973,0.30000001192092896
93,0.23000000417232513,0.27000001072883606
94,0.25999999046325684,0.30000001192092896
95,0.18000000715255737,0.14000000059604645
96,0.25,0.20000000298023224
97,0.14000000059604645,0.23999999463558197
98,0.18000000715255737,0.2199999988079071
99,0.23999999463558197,0.2800000011920929
100,0.25,0.3199999928474426
101,0.27000001072883606,0.23000000417232513
102,0.28999999165534973,0.20999999344348907
103,0.28999999165534973,0.23000000417232513
104,0.2800000011920929,0.2199999988079071
105,0.2199999988079071,0.3199999928474426
106,0.23000000417232513,0.10999999940395355
107,0.27000001072883606,0.20000000298023224
108,0.25,0.23000000417232513
109,0.20999999344348907,0.20999999344348907
110,0.27000001072883606,0.25999999046325684
111,0.25,0.23000000417232513
112,0.25999999046325684,0.25
113,0.23000000417232513,0.3199999928474426
114,0.23999999463558197,0.2199999988079071
115,0.2800000011920929,0.25999999046325684
116,0.2199999988079071,0.33000001311302185
117,0.3100000023841858,0.28999999165534973
118,0.3499999940395355,0.33000001311302185
119,0.3700000047683716,0.23000000417232513
120,0.33000001311302185,0.3199999928474426
121,0.25999999046325684,0.27000001072883606
122,0.20000000298023224,0.23999999463558197
123,0.27000001072883606,0.33000001311302185
124,0.25,0.27000001072883606
125,0.28999999165534973,0.3100000023841858
126,0.1899999976158142,0.30000001192092896
127,0.30000001192092896,0.2199999988079071
128,0.28999999165534973,0.3499999940395355
129,0.30000001192092896,0.30000001192092896
130,0.23999999463558197,0.20999999344348907
131,0.25,0.18000000715255737
132,0.36000001430511475,0.2199999988079071
133,0.23000000417232513,0.2800000011920929
134,0.25999999046325684,0.38999998569488525
135,0.27000001072883606,0.20999999344348907
136,0.25,0.23000000417232513
137,0.17000000178813934,0.2800000011920929
138,0.2800000011920929,0.23999999463558197
139,0.25,0.23999999463558197
140,0.28999999165534973,0.25999999046325684
141,0.25,0.1899999976158142
142,0.25999999046325684,0.25999999046325684
143,0.20000000298023224,0.2199999988079071
144,0.23999999463558197,0.25999999046325684
145,0.27000001072883606,0.23999999463558197
146,0.20999999344348907,0.2199999988079071
147,0.3400000035762787,0.17000000178813934
148,0.3400000035762787,0.2199999988079071
149,0.28999999165534973,0.28999999165534973
150,0.30000001192092896,0.2800000011920929
151,0.20000000298023224,0.25
152,0.33000001311302185,0.2800000011920929
153,0.23000000417232513,0.28999999165534973
154,0.25,0.23999999463558197
155,0.3199999928474426,0.25999999046325684
156,0.1599999964237213,0.2199999988079071
157,0.27000001072883606,0.25
158,0.30000001192092896,0.33000001311302185
159,0.28999999165534973,0.25
160,0.23000000417232513,0.27000001072883606
161,0.30000001192092896,0.27000001072883606
162,0.25999999046325684,0.20999999344348907
163,0.20999999344348907,0.2800000011920929
164,0.20000000298023224,0.20999999344348907
165,0.23000000417232513,0.23999999463558197
166,0.3199999928474426,0.23999999463558197
167,0.3100000023841858,0.25
168,0.25999999046325684,0.20000000298023224
169,0.2199999988079071,0.25999999046325684
170,0.20999999344348907,0.25999999046325684
171,0.25999999046325684,0.2199999988079071
172,0.27000001072883606,0.28999999165534973
