,Train,Test
0,0.3100000023841858,0.28999999165534973
1,0.3799999952316284,0.28999999165534973
2,0.33000001311302185,0.33000001311302185
3,0.20999999344348907,0.25
4,0.3100000023841858,0.23000000417232513
5,0.3400000035762787,0.1899999976158142
6,0.3100000023841858,0.28999999165534973
7,0.2800000011920929,0.3199999928474426
8,0.30000001192092896,0.25
9,0.3100000023841858,0.25999999046325684
10,0.27000001072883606,0.2199999988079071
11,0.2199999988079071,0.25999999046325684
12,0.23999999463558197,0.2199999988079071
13,0.23000000417232513,0.23000000417232513
14,0.28999999165534973,0.20000000298023224
15,0.20999999344348907,0.3400000035762787
16,0.2800000011920929,0.2800000011920929
17,0.23000000417232513,0.25
18,0.23999999463558197,0.25999999046325684
19,0.28999999165534973,0.3199999928474426
20,0.28999999165534973,0.2199999988079071
21,0.23999999463558197,0.3700000047683716
22,0.2800000011920929,0.20999999344348907
23,0.23999999463558197,0.2800000011920929
24,0.28999999165534973,0.3199999928474426
25,0.27000001072883606,0.20999999344348907
26,0.25,0.20000000298023224
27,0.3199999928474426,0.27000001072883606
28,0.3400000035762787,0.28999999165534973
29,0.2800000011920929,0.25999999046325684
30,0.3100000023841858,0.3400000035762787
31,0.3499999940395355,0.3799999952316284
32,0.3400000035762787,0.4000000059604645
33,0.44999998807907104,0.2800000011920929
34,0.3400000035762787,0.25
35,0.36000001430511475,0.30000001192092896
36,0.2800000011920929,0.3700000047683716
37,0.38999998569488525,0.33000001311302185
38,0.30000001192092896,0.33000001311302185
39,0.3499999940395355,0.30000001192092896
40,0.38999998569488525,0.3499999940395355
41,0.41999998688697815,0.38999998569488525
42,0.4300000071525574,0.4099999964237213
43,0.4000000059604645,0.3700000047683716
44,0.41999998688697815,0.36000001430511475
45,0.38999998569488525,0.33000001311302185
46,0.38999998569488525,0.3100000023841858
47,0.3799999952316284,0.47999998927116394
48,0.30000001192092896,0.2800000011920929
49,0.4300000071525574,0.3700000047683716
