,Train,Test
0,0.079999998,0.100000001
1,0.219999999,0.25999999
2,0.059999999,0.439999998
3,0.360000014,0.419999987
4,0.340000004,0.560000002
5,0.560000002,0.540000021
6,0.600000024,0.680000007
7,0.660000026,0.560000002
8,0.639999986,0.660000026
9,0.800000012,0.540000021
10,0.879999995,0.720000029
11,0.800000012,0.720000029
12,0.779999971,0.680000007
13,0.819999993,0.800000012
14,0.819999993,0.779999971
15,0.779999971,0.699999988
16,0.899999976,0.699999988
17,0.920000017,0.819999993
18,0.800000012,0.75999999
19,0.920000017,0.819999993
20,0.899999976,0.939999998
21,0.800000012,0.75999999
22,0.920000017,0.879999995
23,0.779999971,0.860000014
24,0.939999998,0.839999974
25,0.839999974,0.959999979
26,0.899999976,0.819999993
27,0.860000014,0.839999974
28,0.860000014,0.899999976
29,0.920000017,0.839999974
30,0.819999993,0.699999988
31,0.819999993,0.620000005
32,0.939999998,0.839999974
33,0.959999979,0.860000014
34,0.860000014,0.920000017
35,0.920000017,0.939999998
36,0.920000017,0.879999995
37,0.939999998,0.860000014
38,0.899999976,0.939999998
39,0.959999979,0.899999976
40,0.939999998,0.879999995
41,0.899999976,0.899999976
42,0.939999998,0.939999998
43,0.899999976,0.920000017
44,0.899999976,0.860000014
45,0.920000017,0.839999974
46,0.879999995,0.839999974
47,0.959999979,0.899999976
48,0.959999979,0.819999993
49,0.899999976,0.800000012
