,Train,Test
0,0.300000012,0.699999988
1,0.460000008,0.860000014
2,0.479999989,0.660000026
3,0.720000029,0.839999974
4,0.819999993,0.879999995
5,0.699999988,0.899999976
6,0.75999999,0.839999974
7,0.74000001,0.800000012
8,0.800000012,0.860000014
9,0.819999993,0.779999971
10,0.839999974,0.939999998
11,0.819999993,0.899999976
12,0.819999993,0.839999974
13,0.959999979,0.879999995
14,0.839999974,0.920000017
15,0.920000017,0.899999976
16,0.899999976,0.860000014
17,0.899999976,0.860000014
18,0.899999976,0.939999998
19,0.899999976,0.959999979
20,0.819999993,0.839999974
21,0.74000001,0.879999995
22,0.75999999,0.899999976
23,0.800000012,0.959999979
24,0.920000017,0.939999998
25,0.939999998,0.959999979
26,0.860000014,0.879999995
27,0.899999976,0.879999995
28,0.879999995,0.860000014
29,0.959999979,0.939999998
30,0.879999995,0.920000017
31,0.939999998,0.939999998
32,0.899999976,0.980000019
33,0.939999998,0.939999998
34,0.920000017,0.959999979
35,0.899999976,0.939999998
36,0.920000017,0.939999998
37,0.939999998,0.920000017
38,0.959999979,0.879999995
39,0.939999998,0.939999998
40,0.899999976,0.899999976
41,0.939999998,0.980000019
42,0.899999976,0.899999976
43,0.920000017,0.920000017
44,0.879999995,0.939999998
45,0.899999976,0.920000017
46,0.939999998,0.920000017
47,0.939999998,0.879999995
48,0.920000017,0.959999979
49,0.980000019,0.939999998
