,Train,Test
0,0.23000000417232513,0.25
1,0.33000001311302185,0.1899999976158142
2,0.2800000011920929,0.23000000417232513
3,0.2800000011920929,0.3400000035762787
4,0.20999999344348907,0.23000000417232513
5,0.30000001192092896,0.25999999046325684
6,0.2800000011920929,0.3499999940395355
7,0.3499999940395355,0.2800000011920929
8,0.30000001192092896,0.2199999988079071
9,0.30000001192092896,0.23000000417232513
10,0.3400000035762787,0.25
11,0.3199999928474426,0.27000001072883606
12,0.33000001311302185,0.36000001430511475
13,0.4300000071525574,0.4099999964237213
14,0.3100000023841858,0.25999999046325684
15,0.3199999928474426,0.3499999940395355
16,0.3100000023841858,0.3400000035762787
17,0.3499999940395355,0.20999999344348907
18,0.3400000035762787,0.2800000011920929
19,0.3700000047683716,0.3100000023841858
20,0.2800000011920929,0.33000001311302185
21,0.3100000023841858,0.25999999046325684
22,0.2800000011920929,0.3100000023841858
23,0.33000001311302185,0.3499999940395355
24,0.23999999463558197,0.30000001192092896
25,0.30000001192092896,0.33000001311302185
26,0.28999999165534973,0.23999999463558197
27,0.3799999952316284,0.36000001430511475
28,0.3199999928474426,0.3400000035762787
29,0.3499999940395355,0.27000001072883606
30,0.3499999940395355,0.2800000011920929
31,0.20000000298023224,0.3199999928474426
32,0.28999999165534973,0.2800000011920929
33,0.3499999940395355,0.25
34,0.2800000011920929,0.38999998569488525
35,0.25,0.28999999165534973
36,0.3100000023841858,0.3199999928474426
37,0.3199999928474426,0.27000001072883606
38,0.36000001430511475,0.3100000023841858
39,0.3799999952316284,0.3499999940395355
40,0.3100000023841858,0.3199999928474426
41,0.2800000011920929,0.3199999928474426
42,0.3199999928474426,0.27000001072883606
43,0.3400000035762787,0.23999999463558197
44,0.33000001311302185,0.2800000011920929
45,0.20999999344348907,0.27000001072883606
46,0.2199999988079071,0.28999999165534973
47,0.3400000035762787,0.30000001192092896
48,0.3100000023841858,0.25999999046325684
49,0.30000001192092896,0.28999999165534973
