,Train,Test
0,0.230000004,0.140000001
1,0.245000005,0.125
2,0.254999995,0.144999996
3,0.540000021,0.125
4,0.605000019,0.150000006
5,0.680000007,0.234999999
6,0.699999988,0.180000007
7,0.730000019,0.204999998
8,0.824999988,0.234999999
9,0.785000026,0.25999999
10,0.810000002,0.314999998
11,0.824999988,0.25999999
12,0.800000012,0.289999992
13,0.879999995,0.449999988
14,0.910000026,0.600000024
15,0.879999995,0.569999993
16,0.925000012,0.709999979
17,0.879999995,0.689999998
18,0.920000017,0.735000014
19,0.88499999,0.694999993
20,0.935000002,0.725000024
21,0.910000026,0.779999971
22,0.875,0.779999971
23,0.925000012,0.714999974
24,0.899999976,0.735000014
25,0.910000026,0.774999976
26,0.88499999,0.774999976
27,0.949999988,0.745000005
28,0.920000017,0.774999976
29,0.925000012,0.730000019
30,0.920000017,0.75999999
31,0.904999971,0.795000017
32,0.910000026,0.800000012
33,0.954999983,0.795000017
34,0.944999993,0.870000005
35,0.910000026,0.855000019
36,0.954999983,0.834999979
37,0.915000021,0.845000029
38,0.879999995,0.824999988
39,0.915000021,0.829999983
40,0.930000007,0.810000002
41,0.910000026,0.814999998
42,0.894999981,0.819999993
43,0.980000019,0.819999993
44,0.939999998,0.86500001
45,0.910000026,0.839999974
46,0.904999971,0.88499999
47,0.904999971,0.819999993
48,0.935000002,0.814999998
49,0.899999976,0.819999993
