,train0,train1,train2,train3,train4,train5,train6,train7,train8,train9,train10,train11,train12,train13,train14,train15,train16,train17,train18,train19,train20,train21,train22,train23,train24,train25,test0,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25
43,0.879999995,0.939999998,0.959999979,0.920000017,0.899999976,0.959999979,0.899999976,0.839999974,0.899999976,0.920000017,0.959999979,0.899999976,0.879999995,0.939999998,0.939999998,0.920000017,0.899999976,0.879999995,0.980000019,0.879999995,0.839999974,0.959999979,0.879999995,0.920000017,0.939999998,0.860000014,0.839999974,0.920000017,0.980000019,0.779999971,0.939999998,0.620000005,0.800000012,0.860000014,0.920000017,0.800000012,0.800000012,0.980000019,0.720000029,0.959999979,0.959999979,0.920000017,0.959999979,0.74000001,0.899999976,0.74000001,0.959999979,0.939999998,0.939999998,0.959999979,0.860000014,1
44,0.920000017,1,0.879999995,0.939999998,0.839999974,0.839999974,0.959999979,0.860000014,0.860000014,0.939999998,0.860000014,0.819999993,0.860000014,0.959999979,0.899999976,0.920000017,0.959999979,0.959999979,0.819999993,0.920000017,0.980000019,0.980000019,0.899999976,0.980000019,1,0.879999995,0.920000017,0.980000019,0.959999979,0.720000029,0.860000014,0.660000026,0.860000014,0.899999976,0.899999976,0.620000005,0.579999983,0.899999976,0.75999999,0.959999979,0.920000017,0.980000019,0.980000019,0.74000001,0.920000017,0.920000017,0.899999976,0.879999995,0.939999998,0.980000019,0.920000017,0.980000019
45,0.920000017,0.920000017,0.959999979,0.879999995,0.879999995,0.899999976,0.879999995,0.920000017,0.879999995,0.939999998,0.899999976,0.899999976,0.800000012,0.899999976,0.860000014,0.959999979,0.939999998,0.980000019,1,0.959999979,0.959999979,0.959999979,0.920000017,0.920000017,0.939999998,0.959999979,0.879999995,1,0.879999995,0.779999971,0.819999993,0.720000029,0.779999971,0.920000017,0.939999998,0.779999971,0.819999993,0.860000014,0.819999993,0.980000019,0.980000019,0.920000017,0.939999998,0.75999999,0.920000017,0.959999979,0.920000017,0.839999974,0.939999998,0.920000017,0.899999976,0.939999998
46,0.899999976,0.920000017,0.959999979,0.879999995,0.980000019,0.899999976,0.839999974,0.879999995,0.839999974,0.920000017,0.939999998,0.879999995,0.920000017,0.920000017,0.860000014,0.899999976,0.920000017,0.839999974,0.959999979,0.959999979,0.920000017,0.959999979,0.980000019,0.899999976,0.879999995,0.959999979,0.800000012,0.980000019,0.860000014,0.800000012,0.860000014,0.720000029,0.839999974,0.899999976,0.879999995,0.819999993,0.720000029,0.899999976,0.720000029,0.920000017,1,0.920000017,0.879999995,0.74000001,0.959999979,0.879999995,0.959999979,0.959999979,0.939999998,0.920000017,0.860000014,0.879999995
47,0.879999995,0.939999998,0.980000019,0.879999995,0.959999979,0.879999995,0.920000017,0.879999995,0.920000017,0.920000017,0.920000017,0.839999974,0.860000014,0.980000019,0.899999976,0.920000017,1,0.920000017,0.980000019,0.959999979,0.920000017,0.980000019,0.959999979,0.899999976,0.939999998,0.939999998,0.860000014,0.980000019,0.879999995,0.839999974,0.899999976,0.600000024,0.839999974,0.879999995,0.75999999,0.74000001,0.75999999,0.959999979,0.660000026,0.980000019,0.939999998,0.959999979,0.959999979,0.720000029,0.959999979,0.860000014,1,0.899999976,0.959999979,0.939999998,0.819999993,0.939999998
48,0.899999976,0.939999998,0.879999995,0.860000014,0.920000017,1,0.920000017,0.839999974,0.860000014,0.899999976,0.939999998,0.920000017,0.899999976,0.920000017,0.920000017,0.939999998,0.860000014,0.959999979,0.920000017,0.860000014,0.920000017,0.980000019,0.959999979,0.939999998,0.879999995,0.939999998,0.779999971,0.959999979,0.879999995,0.839999974,0.860000014,0.680000007,0.899999976,0.74000001,0.860000014,0.74000001,0.680000007,1,0.779999971,0.920000017,0.899999976,0.879999995,0.939999998,0.779999971,1,0.839999974,0.939999998,0.959999979,0.959999979,0.939999998,0.920000017,0.980000019
49,0.879999995,0.920000017,0.959999979,0.879999995,0.860000014,0.839999974,0.879999995,0.920000017,0.860000014,0.920000017,0.939999998,0.899999976,0.879999995,0.980000019,0.939999998,0.899999976,0.980000019,0.899999976,0.939999998,0.899999976,1,0.959999979,0.939999998,1,0.959999979,0.920000017,0.819999993,0.959999979,0.779999971,0.579999983,0.860000014,0.639999986,0.860000014,0.879999995,0.920000017,0.74000001,0.680000007,1,0.819999993,0.980000019,0.920000017,0.959999979,0.980000019,0.560000002,0.939999998,0.899999976,0.959999979,0.939999998,0.920000017,0.879999995,0.879999995,0.899999976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Days LSTM Model Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train,0.980000019,0.899999976,0.939999998,0.899999976,0.99,0.959999979,0.939999998,0.99,0.959999979,0.920000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test,0.980000019,0.560000002,0.939999998,0.899999976,0.959999979,0.939999998,0.920000017,0.879999995,0.879999995,0.899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
